marca,modelo,anios_produccion,rango_anios,tiene_serie,tiene_deportiva,observaciones_facelift,serie_1g,serie_2g,serie_3g,precio_fatal_10,precio_mal_13,precio_regular_17,precio_bien_23,precio_vida_deportiva,valor_minimo_usado,porcentaje_15,porcentaje_20,porcentaje_23
BMW,SERIE 6 COUPE F13,2012-2018,15-18,False,False,"CAMBIAN PARAGOLPES, ILUMINACION Y RETROVISORES",,,,6380.0,7680.0,8670.0,10130.0,,19500.0,2925.0,3900.0,4485.0
BMW,SERIE 6 GC F06,2012-2018,12-15,True,False,,,,,4680.0,6370.0,8230.0,9630.0,,15000.0,2250.0,3000.0,3450.0
BMW,SERIE 6 GC F06,2012-2018,15-18,False,False,"CAMBIAN PARAGOLPES, ILUMINACION Y RETROVISORES",,,,6380.0,8730.0,9630.0,10130.0,,17900.0,2685.0,3580.0,4117.0
BMW,SERIE 6 GT G32,2017 EN ADELANTE,17-20,True,False,,,,,7130.0,9130.0,10130.0,11380.0,,20300.0,3045.0,4060.0,4669.0
BMW,SERIE 6 GT G32,2017 EN ADELANTE,21>,True,False,CAMBIA LA CARROCERIA FROTAL COMPLETA Y LA CARROCERIA TRASERA COMPLETA,,,,8730.0,10130.0,11130.0,13130.0,,34500.0,5175.0,6900.0,7935.0
BMW,SERIE 7 F01/F02,2009-2015,09-12,True,False,,,,,,2030.0,2560.0,3030.0,,7500.0,1125.0,1500.0,1725.0
BMW,SERIE 7 F01/F02,2009-2015,12-15,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, EL PARAGOLPES TRASERO Y LA ILUMINACION",,,,,2680.0,3270.0,4170.0,,16000.0,2400.0,3200.0,3680.0
BMW,SERIE 7 G11/G12,2015-2022,15-19,True,False,,,,,,3870.0,4370.0,5600.0,,19900.0,2985.0,3980.0,4577.0
BMW,SERIE 7 G11/G12,2015-2022,19-22,False,False,"CAMBIA LA CARROCERIA FRONTAL COMPLETA, PARAGOLPES TRASERO Y LA ILUMINACION",,,,4370.0,5630.0,6370.0,8170.0,,31000.0,4650.0,6200.0,7130.0
BMW,SERIE 7,2022 EN ADELANTE,22>,True,False,,,,,,,,,,85900.0,12885.0,17180.0,19757.0
BMW,SERIE 8 COUPE,2019 EN ADELANTE,19-22,True,False,,,,,9830.0,10430.0,12780.0,13430.0,,48000.0,7200.0,9600.0,11040.0
BMW,SERIE 8 COUPE,2019 EN ADELANTE,22>,True,False,"CAMBIA EN QUE VIENEN DE SERIE CON EL PACK M, (ENTRE ESTE Y EL ANTERIOR CON PACK M, LAS REJILLAS SON DISTINTAS, LOS RETROVISORES  Y PUEDE QUE LOS PARAGOLPES)",,,,10430.0,12780.0,13430.0,14730.0,,82000.0,12300.0,16400.0,18860.0
BMW,SERIE 8 GRAN COUPE,2019 EN ADELANTE,19-22,True,False,,,,,,10430.0,11880.0,14580.0,,52900.0,7935.0,10580.0,12167.0
BMW,SERIE 8 GRAN COUPE,2019 EN ADELANTE,22>,True,False,"CAMBIA EN QUE VIENEN DE SERIE CON EL PACK M, (ENTRE ESTE Y EL ANTERIOR CON PACK M, LAS REJILLAS SON DISTINTAS, LOS RETROVISORES  Y PUEDE QUE LOS PARAGOLPES)",,,,,11230.0,12530.0,15130.0,,0.0,0.0,0.0,0.0
BMW,X1 E84,2010-2015,10-12,True,False,,,,,2380.0,2630.0,3170.0,3770.0,,5000.0,750.0,1000.0,1150.0
BMW,X1 E84,2010-2015,12-15,False,False,CAMBIA PARAGOLPES E ILUMINACION DELANTERA Y RETROVISORES,2580/1g,,mirar KM,2480.0,3280.0,3480.0,4480.0,,8000.0,1200.0,1600.0,1840.0
BMW,X1 F48,2015-2022,15-19,True,False,,3380/1g,4880/2g,5870/3g,,4880.0,5580.0,6230.0,,13000.0,1950.0,2600.0,2990.0
BMW,X1 F48,2015-2022,20-22,False,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS Y LA ILUMINACION",4230/1g,5280/2g,8730/3g,3030.0,4230.0,5870.0,7170.0,,18000.0,2700.0,3600.0,4140.0
BMW,X1,2023 EN ADELANTE,23>,True,True,,6230,7880,9830,4230.0,6230.0,7880.0,9830.0,,37900.0,5685.0,7580.0,8717.0
BMW,X2 F39,2018-2024,18-24,True,False,,4230/4880,5230,6780,4530.0,5230.0,6230.0,7130.0,,14000.0,2100.0,2800.0,3220.0
BMW,X2,2024 EN ADELANTE,24>,True,True,,3130,,,,,,9830.0,,41800.0,6270.0,8360.0,9614.0
BMW,X3 F25,2011-2017,11-14,True,False,,3700/1/2d,4480/2d,ojo año¿?,3280.0,3630.0,4380.0,4480.0,,6000.0,900.0,1200.0,1380.0
BMW,X3 F25,2011-2017,14-17,False,False,CAMBIA BASICAMENTE PARAGOLPES E ILUMINACION Y RETROVISORES,2880/0/motormal,,,3880.0,4380.0,4880.0,5880.0,,12300.0,1845.0,2460.0,2829.0
BMW,X3 G01,2018-2024,18-21,True,False,,4230,,3130,4330.0,4880.0,5880.0,6730.0,,20000.0,3000.0,4000.0,4600.0
BMW,X3 G01,2018-2024,22-24,True,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS, MOLDURAS INFERIORES DE PUERTAS, PARAGOLPES TRASERO E ILUMINACION (PARECE QUE EL ALERON TAMBIEN PERO NO PORTON)",5230,6280,7780,5230.0,6280.0,7530.0,8230.0,,38000.0,5700.0,7600.0,8740.0
BMW,X3 G45,2024 EN ADELANTE,24>,True,True,,7780,8230/8630,9430,5880.0,7780.0,8230.0,9430.0,,63900.0,9585.0,12780.0,14697.0
BMW,X4 F26,2014-2018,14-18,True,False,,3910/4280/1g,5130/2g,6130/3g,3680.0,4280.0,5680.0,6230.0,,13000.0,1950.0,2600.0,2990.0
BMW,X4,2018 EN ADELANTE,18-21,True,False,,4880/5180/1g,6780/2g,7280/3g,5030.0,5480.0,6830.0,7780.0,,25000.0,3750.0,5000.0,5750.0
BMW,X4,2018 EN ADELANTE,22>,True,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS, MOLDURAS INFERIORES DE PUERTAS, PARAGOLPES TRASERO E ILUMINACION",5180/1g,,,6030.0,6780.0,7780.0,10130.0,,50000.0,7500.0,10000.0,11500.0
BMW,X5 F15,2013-2018,13-18,True,False,,3630,,,4130.0,6280.0,7680.0,8830.0,,15900.0,2385.0,3180.0,3657.0
BMW,X5 G05,2018 EN ADELANTE,18-23,True,False,,,,,6370.0,7830.0,8770.0,9870.0,,26900.0,4035.0,5380.0,6187.0
BMW,X5 G05,2018 EN ADELANTE,23>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS INFERIORES DE PARAGOLPES Y LA ILUMINACIÓN",,,,,,,,,72900.0,10935.0,14580.0,16767.0
BMW,X6 E71,2008-2015,08-12,True,False,,4130,5630/3d,6660/3VIDA,4.0,4880.0,6230.0,7570.0,,7000.0,1050.0,1400.0,1610.0
BMW,X6 E71,2008-2015,12-15,False,False,"CAMBIA PARAGOLPES, REJILLAS E ILUMINACION",,,,5680.0,6330.0,7230.0,8130.0,,16500.0,2475.0,3300.0,3795.0
BMW,X6 F16,2015 EN ADELANTE,15-20,True,False,,,,,6330.0,7230.0,7780.0,9170.0,,26000.0,3900.0,5200.0,5980.0
BMW,X6,2020 EN ADELANTE,20-23,True,False,,,,,7530.0,8230.0,8880.0,11630.0,,48900.0,7335.0,9780.0,11247.0
BMW,X6,2020 EN ADELANTE,23>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, RETROVISORES Y LA ILUMINACION DELANTERA (AHORA TODOS VAN CON EL PACK M DE SERIE)",,,8380,12330.0,13990.0,15330.0,16330.0,,86900.0,13035.0,17380.0,19987.0
BMW,X7,2019 EN ADELANTE,19-23,True,False,,,,,,,,,,47000.0,7050.0,9400.0,10810.0
BMW,X7,2019 EN ADELANTE,23>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACION (CREO QUE LAS ALETAS TAMBIEN CAMBIAN PERO NO ES SEGURO)",,,,10630.0,13280.0,17120.0,24000.0,,121000.0,18150.0,24200.0,27830.0
BMW,Z4 E89,2009-2016,09-13,True,False,,,,,2430.0,2880.0,3280.0,3880.0,,10900.0,1635.0,2180.0,2507.0
BMW,Z4 E89,2009-2016,13-16,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILAS, ALETAS, PARAGOLPES TRASERO Y LA ILUMINACION",,,,2680.0,3180.0,4280.0,5280.0,,18500.0,2775.0,3700.0,4255.0
BMW,Z4 G29,2019 EN ADELANTE,19-23,True,False,,,,,4880.0,5230.0,6130.0,7430.0,,37900.0,5685.0,7580.0,8717.0
BMW,Z4 G29,2019 EN ADELANTE,23>,False,False,CAMBIAN REJILLAS E ILUMINACION (ADEMAS TODOS VIENEN CON EL PACK M DE SERIE),,,,5680.0,6730.0,8880.0,9480.0,,44900.0,6735.0,8980.0,10327.0
BYD,ATTO 2,2025 EN ADELANTE,25>,True,False,,,,,,3330.0,,,26000.0,0.0,0.0,0.0,0.0
BYD,SEAL 6,2025 EN ADELANTE,25>,True,False,,,,,,3330.0,,,36000.0,0.0,0.0,0.0,0.0
BYD,SEAL U,2024 EN ADELANTE,24>,True,False,,,,,,,,,,,0.0,0.0,0.0
CITROEN,C1,2015-2022,15-22,True,False,,,,1230/2,,880.0,1260.0,1880.0,,5500.0,825.0,1100.0,1265.0
CITROEN,C3,2010-2016,10-13,True,False,,,370/2g,870/3g,,370.0,570.0,1070.0,,3300.0,495.0,660.0,759.0
CITROEN,C3,2010-2016,13-16,False,False,CAMBIA BASICAMENTE EL PARAGOLPES DELANTERO Y LA ILUMINACION,570/1g,670/2g,1430/3g,,680.0,930.0,1430.0,,3850.0,577.5,770.0,885.5
CITROEN,C3,2017-2024,17-20,True,False,,1830/1g,2130/2g,2680/3g,1830.0,2330.0,2730.0,3380.0,,7000.0,1050.0,1400.0,1610.0
CITROEN,C3,2017-2024,20-24,False,False,"CAMBIA BASICAMENTE EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACION DELANTERA",2180/1g,2710/2g,3380/3g,1830.0,2430.0,2710.0,3670.0,,10000.0,1500.0,2000.0,2300.0
CITROEN,C3,2024 EN ADELANTE,24>,True,False,,2780,3210,3910,,,,,,17000.0,2550.0,3400.0,3910.0
CITROEN,C3 PICASSO,2009-2018,09-13,True,False,,1200/1/2,,,870.0,1070.0,1270.0,1470.0,,3000.0,450.0,600.0,690.0
CITROEN,C3 PICASSO,2009-2018,14-18,False,False,CAMBIA EL PARAGOLPES FRONTAL  Y LAS REJILLAS DEL PARAGOLPES,,,,1030.0,1280.0,1470.0,1770.0,,6500.0,975.0,1300.0,1495.0
CITROEN,C3 AIRCROSS,2018-2024,18-21,True,False,,1730/1g,2030/2g,2670/3g,,1830.0,2380.0,3380.0,,7000.0,1050.0,1400.0,1610.0
CITROEN,C3 AIRCROSS,2018-2024,21-24,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACION DELANTERA",1880/1G,2580/2G,3130/3g,2030.0,2380.0,2830.0,3830.0,,1000.0,150.0,200.0,230.0
CITROEN,C3 AIRCROSS,2024 EN ADELANTE,24>,True,False,"TODA LA PARTE CICLO, PUERTAS, CAPO, Y RETROVISORES LOS COMPARTE CON: CITROEN C3 AIRCROSS / OPEL FRONTERA",,,,,,,,,25500.0,3825.0,5100.0,5865.0
CITROEN,C4,2011-2018,11-15,True,False,,970/1g,1370/2g,OJO  KM  ¿?,,1180.0,1680.0,2030.0,,2400.0,360.0,480.0,552.0
CITROEN,C4,2011-2018,15-18,True,False,CAMBIAN LAS REJILLAS Y LA ILUMINACION,1230/1g,1680/2g,2330/3g,1480.0,1630.0,2030.0,2380.0,,5000.0,750.0,1000.0,1150.0
CITROEN,C4,2021 EN ADELANTE,21-24,True,False,,1780/1g,2130/2430/2g,3130/3g,,2030.0,2830.0,3230.0,,13000.0,1950.0,2600.0,2990.0
CITROEN,C4,2021 EN ADELANTE,25>,True,False,"CAMBIA LA CARROCERIA FRONTAL COMPLETA, MOLDURAS DE PUERTAS, PARAGOLPES TRASERO, ANTENA, ILUMINACIÓN, BANDEAU Y ALERÓN DE PORTÓN TRASERO",2130,2680/2830,3260,,2560.0,3190.0,3680.0,,0.0,0.0,0.0,0.0
CITROEN,C4 X,2022 EN ADELANTE,22-24,True,False,,2430,2830,4030,2430.0,2780.0,3680.0,4830.0,,13000.0,1950.0,2600.0,2990.0
CITROEN,C4 X,2022 EN ADELANTE,25>,True,False,CAMBIA LA CARROCERIA FRONTAL COMPLETA Y LAS MOLDURAS DE PUERTAS,,,,,,,,,0.0,0.0,0.0,0.0
CITROEN,C4 AIRCROSS,2012-2018,12-18,True,False,"EN TODAS LAS PIEZAS SALVO ESPECIFICAS DE DISEÑO, MARCAR VAILDEZ CON: CITROEN C4-AIRCROSS / PEUGEOT 4008 / MITSUBISHI ASX",,,3380/3,1580.0,2170.0,2770.0,3470.0,,6000.0,900.0,1200.0,1380.0
CITROEN,C4 CACTUS,2018-2012,14-18,True,False,,1580/1g,2330/2g,2680/3g,1580.0,1880.0,2480.0,2680.0,,4000.0,600.0,800.0,920.0
CITROEN,C4 CACTUS,2018-2012,18-21,False,False,"EXTERIORMENTE CAMBIA ABSOLUTAMENTE TODO EL COCHE, AUN SIENDO LA MISMA CARROCERIA Y COMPARTIENDO TODA LA PARTE MECANICA Y EL INTERIOR",1870/1g,2670/2g,2730/3g,1930.0,2380.0,2880.0,2680.0,,8000.0,1200.0,1600.0,1840.0
CITROEN,C4 PICASSO / GRAN,2013-2022,13-16,True,False,,1580,1880/2g,2480/3g,1580.0,1880.0,2480.0,2880.0,,4000.0,600.0,800.0,920.0
CITROEN,C4 PICASSO / GRAN,2013-2022,16-18,False,False,CAMBIA PARAGOLPES E ILUMINACION DE LA PARTE DELANTERA (PARTE TRASERA NO CAMBIA NADA),1880/1g,2380/2g,3230/3g,1830.0,2580.0,2930.0,3480.0,,6000.0,900.0,1200.0,1380.0
CITROEN,C4 SPACETOURER,2013-2022,18-22,False,False,NO CAMBIA ABSOLUTAMENTE NADA,2130/1g,2580/2g,3680/3g,2580.0,3230.0,3480.0,4180.0,,11000.0,1650.0,2200.0,2530.0
CITROEN,C5,2008-2017,08-11,True,False,,670,,ojo km,,780.0,880.0,1370.0,,1900.0,285.0,380.0,437.0
CITROEN,C5,2008-2017,11-17,False,False,"CAMBIAN LAS REJILLAS, LOS FAROS (INCORPORAN LUZ DIURNA) Y LOS PILOTOS TRASEROS (SON OSCURECIDOS)",870,,ojo km,870.0,1070.0,1370.0,2070.0,,3500.0,525.0,700.0,805.0
CITROEN,C5 AIRCROSS,2018-2025,18-22,True,False,,2130/1g,2680/2g,3130/3g,2380.0,2680.0,3680.0,4180.0,,10800.0,1620.0,2160.0,2484.0
CITROEN,C5 AIRCROSS,2018-2025,22>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACIÓN.",2380/1,2780/2g,3430,2570.0,2830.0,3680.0,5130.0,,16900.0,2535.0,3380.0,3887.0
CITROEN,C5 AIRCROSS,2025 EN ADELANTE,25>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
CITROEN,C5 X,2022-2025,22-25,True,False,,2630/1g,2830,3930,,,,,,16900.0,2535.0,3380.0,3887.0
CITROEN,C-ELYSEE,2013-2022,13-17,True,False,,880/1g,1080/2g,1270/3g,970.0,1330.0,1580.0,1780.0,,2000.0,300.0,400.0,460.0
CITROEN,C-ELYSEE,2013-2022,17-22,True,False,"CAMBIA EL PARAGOLPES DELANTERO, ALETAS, LAS REJILLAS, LOS RETROVISORES, Y LA ILUMINACION",1230/1g,1530/2g,1770/3g,1230.0,1580.0,1880.0,2180.0,,4700.0,705.0,940.0,1081.0
CITROEN,SPACE TOURER,2022 EN ADELANTE,16-24,True,False,,,mirar precio,en otras marcas,,2680.0,3580.0,4830.0,,14200.0,2130.0,2840.0,3266.0
CITROEN,SPACE TOURER,2022 EN ADELANTE,24>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LOS FAROS DELANTEROS",,,,,2680.0,4130.0,5230.0,,37000.0,5550.0,7400.0,8510.0
CUPRA,ATECA,2017 EN ADELANTE,19-20,True,False,"EN TODAS LAS PIEZAS EXEPTO ESPECIFICAS DE DISIEÑO, SUSPENSION Y DESTINADAS A LA VERSION, MARCAR VALIDEZ CON SEAT ATECA",310cv,,,4370.0,4880.0,5380.0,7430.0,,25900.0,3885.0,5180.0,5957.0
CUPRA,ATECA,2017 EN ADELANTE,20>,False,False,,,,,,,,,,25900.0,3885.0,5180.0,5957.0
CUPRA,FORMENTOR,2020 EN ADELANTE,20-24,True,False,,"1,5tsi/3410/*1",,,,,,,8230.0,18000.0,2700.0,3600.0,4140.0
CUPRA,FORMENTOR,2020 EN ADELANTE,24>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, PARAGOLPES TRASERO, PORTÓN TRASERO Y LA ILUMINACIÓN",390/310/245cv,,150cv-204cv/1.4 ehybrid,,4830.0,6680.0,7380.0,,34900.0,5235.0,6980.0,8027.0
CUPRA,LEON,2020 EN ADELANTE,20-24,True,False,,150cv---->,5100/2g,5550/2g,6730.0,310.0,6480.0,7430.0,,22500.0,3375.0,4500.0,5175.0
CUPRA,LEON,2020 EN ADELANTE,24>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, PARAGOLPES TRASERO, PORTÓN TRASERO Y LA ILUMINACIÓN",,,,,270.0,5230.0,,3100.0,30700.0,4605.0,6140.0,7061.0
CUPRA,TERRAMAR,2025 EN ADELANTE,25>,True,False,,,,,,,,,,38000.0,5700.0,7600.0,8740.0
DACIA,BIGSTER,2025 EN ADELANTE,25>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
DACIA,DUSTER,2010-2017,10-14,True,False,,670/1g,1070/2g,1270/3g,830.0,1130.0,1280.0,1480.0,,2200.0,330.0,440.0,506.0
DACIA,DUSTER,2010-2017,14-17,True,False,"CAMBIAN LAS REJILLAS, RETROVISORES E ILUMINACION",670/1g,1170/2g,1470/3g,980.0,1180.0,1480.0,1730.0,,3200.0,480.0,640.0,736.0
DACIA,DUSTER,2018-2023,18-21,True,False,,1480/1g,1870/2g,2230/3g,,1710.0,2130.0,2330.0,,8900.0,1335.0,1780.0,2047.0
DACIA,DUSTER,2018-2023,22-23,True,False,"CAMBIA LA REJILLA CENTRAL, LOS FAROS DELANTEROS, LOS PILOTOS TRASEROS Y EL ALERON DEL PORTON (NUEVO LOGO Y REJILA A PARTIR DE MEDIADOS 2022)",1870,2230,2910,,1830.0,2330.0,3030.0,,16500.0,2475.0,3300.0,3795.0
DACIA,DUSTER,2024 EN ADELANTE,24>,True,False,,2430,2680,3230,,2430.0,3030.0,4130.0,,23000.0,3450.0,4600.0,5290.0
DACIA,JOGGER,2021 EN ADELANTE,21-22,True,False,,2030,2380,2880/3,,,,,,16000.0,2400.0,3200.0,3680.0
DACIA,JOGGER,2021 EN ADELANTE,22-25,False,False,CAMBIA SOLAMENTE LA PARRILLA CENTRAL QUE PASA A TENER EL NUEVO LOGOTIPO DE DACIA,2130,2630,3030,,,,,,16000.0,2400.0,3200.0,3680.0
DACIA,JOGGER,2021 EN ADELANTE,26>,True,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS, ILUMINACION, ALETINES, MOLDURAS DE PUERTA Y LAS BARRAS DE TECHO",2430,2910,3280,,,,,,21000.0,3150.0,4200.0,4830.0
DACIA,LODGY,2012 EN ADELANTE,12-22,True,False,,,,mirar km,670.0,770.0,1030.0,1230.0,,2700.0,405.0,540.0,621.0
DACIA,LOGAN,2013-2020,13-17,True,False,,1300/3D,,,670.0,880.0,1070.0,1370.0,,2500.0,375.0,500.0,575.0
DACIA,LOGAN,2013-2020,17-20,True,False,CAMBIA BASICAMENTE PARAGOLPES E ILUMINACION,,,,880.0,1030.0,1230.0,1470.0,,4800.0,720.0,960.0,1104.0
DACIA,LOGAN,2021-2025,21>,True,False,,1280/1g,1530/2g,2030/3g,,1230.0,1630.0,2230.0,,14800.0,2220.0,2960.0,3404.0
DACIA,LOGAN,2021-2025,23-25,False,False,CAMBIA LA REJLLA FRONTAL QUE ADOPTA EL LOGO NUEVO DE LA MARCA,,,,,,,,,,,,
DACIA,SANDERO,2008-2013,08-13,True,False,,,,,,,,470.0,,1000.0,150.0,200.0,230.0
DACIA,SANDERO,2013-2020,13-16,True,False,,780/1g,930/2g,1030/3g,,780.0,930.0,1180.0,,2500.0,375.0,500.0,575.0
DACIA,SANDERO,2013-2020,17-20,True,False,"CAMBIA BASICAMENTE PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO Y LA ILUMINACION",930/1180,1530/2g,1830/3g,930.0,1180.0,1530.0,2130.0,,5500.0,825.0,1100.0,1265.0
DACIA,SANDERO III / STEPWAY,2021 EN ADELANTE,21-22,True,False,,1580/1g,2180/2g,2560,,1580.0,2180.0,2560.0,,8900.0,1335.0,1780.0,2047.0
DACIA,SANDERO III / STEPWAY,2021 EN ADELANTE,23-25,False,False,CAMBIA LA REJLLA FRONTAL QUE ADOPTA EL LOGO NUEVO DE LA MARCA,1730,2230,2780,,1730.0,2230.0,2780.0,,12000.0,1800.0,2400.0,2760.0
DACIA,SANDERO III / STEPWAY,2021 EN ADELANTE,26>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, ILUMINACION Y PORTÓN TRASERO. EN EL STEPWAY ADEMAS DE ESO, CAMBIA EL PARAGOLPES TRASERO, ALETINES, Y MOLDURAS",2230,2560,3130,,2230.0,2560.0,3230.0,,15000.0,2250.0,3000.0,3450.0
DR,3,2023 EN ADELANTE,23>,True,False,,,,,,,,,,20500.0,3075.0,4100.0,4715.0
DR,4,2022 EN ADELANTE,22>,True,False,,,,,,,,,,13500.0,2025.0,2700.0,3105.0
DR,5,2022 EN ADELANTE,22>,True,False,,2780,3230/2G,4580/3GH,,,,,,13600.0,2040.0,2720.0,3128.0
DR,6,2022 EN ADELANTE,22>,True,False,,,,,,,,,,29000.0,4350.0,5800.0,6670.0
DR,PK8,2023 EN ADELANTE,23>,True,False,,,,,,,,,,0.0,0.0,0.0,0.0
DS,3,2010-2019,10-14,True,True,,,1430/2g,2030/3,,1180.0,1370.0,1870.0,,5000.0,750.0,1000.0,1150.0
DS,3,2010-2019,14-16,False,False,CAMBIA LA ILUMINACION,2120/2/3,,?¿,,1380.0,1830.0,2270.0,,5800.0,870.0,1160.0,1334.0
DS,3,2010-2019,16-19,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, Y LA ILUMINACION",,,3170/3d,1380.0,1880.0,2270.0,2870.0,,7500.0,1125.0,1500.0,1725.0
DS,3 CROSSBACK,2019 EN ADELANTE,19-22,True,False,,,,,,2380.0,2880.0,3470.0,,13000.0,1950.0,2600.0,2990.0
DS,3,2019 EN ADELANTE,22>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACION",,,,,3430.0,3820.0,4380.0,,16000.0,2400.0,3200.0,3680.0
DS,4,2011-2018,11-15,True,False,,1370/1g,1670/2g,2270/3g,1370.0,1630.0,1770.0,2570.0,,5000.0,750.0,1000.0,1150.0
DS,4,2011-2018,16-18,True,False,CAMBIA LA PARTE FRONTAL COMPLETA (INCLUIDO CAPO Y FAROS) Y LOS RETROVISORES,1680/1g,2180/2g,2470/3g,2380.0,2680.0,3280.0,3680.0,,9500.0,1425.0,1900.0,2185.0
DS,4,2021 EN ADELANTE,21-25,True,False,,,,,2580.0,2830.0,3380.0,5280.0,,21900.0,3285.0,4380.0,5037.0
DS,Nº4,2021 EN ADELANTE,26>,False,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, RETROVISORES, SPOILER DE PARAGOLPES TRASERO Y LA ILUMINACION (DELANTERA SEGURO, TRASERA NO TANTO)",,,,,,,,,0.0,0.0,0.0,0.0
DS,5,2012-2018,12-15,True,False,,1780/1,,,1380.0,2380.0,2070.0,2670.0,,5500.0,825.0,1100.0,1265.0
DS,5,2012-2018,15-18,False,False,CAMBIA EL PARAGOLPES DELANTERO Y LA ILUMINACION,,,1860/1d,1580.0,1670.0,2270.0,3170.0,,10000.0,1500.0,2000.0,2300.0
DS,7 CROSSBACK,2018 EN ADELANTE,18-22,True,False,,5160/2,,,3280.0,3830.0,4830.0,5380.0,,24000.0,3600.0,4800.0,5520.0
DS,7,2018 EN ADELANTE,22>,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACIÓN DELANTERA",,,,,,,,,28800.0,4320.0,5760.0,6624.0
DS,DS9,2020 EN ADELANTE,20-24,True,False,,,,,,,,,,32200.0,4830.0,6440.0,7406.0
EBRO,S400,2025 EN ADELANTE,25>,True,False,,,,,,,,,0.0,0.0,0.0,0.0,0.0
EBRO,S700,2025 EN ADELANTE,25>,True,False,,,,,,,,,0.0,0.0,0.0,0.0,0.0
EBRO,S800,2025 EN ADELANTE,25>,True,False,,,,,,,,,0.0,0.0,0.0,0.0,0.0
EBRO,S900,2025 EN ADELANTE,26>,True,False,,,,,,,,,0.0,0.0,0.0,0.0,0.0
FIAT,124 SPYDER,2015-2019,15-19,True,False,COMPARTE LA GRAN MAYORIA DE LAS PIEZAS CON EL: MAZDA MX 5 / FIAT 124,2400/1/2,,,1200.0,2470.0,3270.0,4070.0,,14000.0,2100.0,2800.0,3220.0
FIAT,500,2008 EN ADELANTE,08-16,True,False,,1380/1g,1580/2g,2030/3g,1180.0,1480.0,1830.0,2310.0,,3300.0,495.0,660.0,759.0
FIAT,500,2008 EN ADELANTE,16-24,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, PARAGOLPES TRASERO Y LA ILUMINACION (LAS PUERTAS LLEVAN MOLDURA SEGURAMENTE PEGADAS)",1630/1830g,2080/2g,2380/3g,1880.0,1730.0,2330.0,2530.0,,7000.0,1050.0,1400.0,1610.0
FIAT,500 ABARCH,2008 EN ADELANTE,16-24,True,False,,,,,,2880.0,3130.0,3680.0,,8900.0,1335.0,1780.0,2047.0
FIAT,500,2021 EN ADELANTE,21>,True,False,,,,,,,,,,,,,
FIAT,500L,2012-2021,12-17,True,False,"LAS TRES VARIANTES CAMBIAN EN LO SIGUIENTE: EL 500L ES LA VERSION NORMAL, EL LIVING ES LA VARIANTE MAS LARGA PARA 7 PLAZAS Y LA VARIANTE TREKKING ES LA VERSION 4X4. VARIAN BASICAMENTE EN LOS AÑADIDOS O MODIFICACIONES PARA ESTAS VARIACIONES PERO BASICAMENTE SON EL MISMO COCHE. (VER FOTOS)",1830/1g,,,,2030.0,2480.0,2630.0,,5000.0,750.0,1000.0,1150.0
FIAT,500L LIVING,2012-2021,12-17,False,False,,,,,,2030.0,2480.0,2630.0,,7500.0,1125.0,1500.0,1725.0
FIAT,500L TREKKING,2012-2021,12-17,False,False,,,,,,2030.0,2480.0,2630.0,,6500.0,975.0,1300.0,1495.0
