Triclo_Ref,Marca,Modelo,OEM,Info,Categoria
403433,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),038103601AQ,Oil sump CARTER VAG 1.8turbo sin a.s.,Mecanica (Carter/EGR)
403433,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),038103601MA,Oil sump CARTER VAG 1.8turbo sin a.s.,Mecanica (Carter/EGR)
403565,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),038103601NA,Oil sump CARTER VAG 1.9 TDI s/ag.sensor,Mecanica (Carter/EGR)
403566,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),038103603N,Oil sump CARTER VAG 1.9 TDI c/ag.sensor,Mecanica (Carter/EGR)
342317,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),045131501F,EGR Valve +VALVULA EGR VAG  1.4TDI,Mecanica (Carter/EGR)
342317,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),045131501K,EGR Valve +VALVULA EGR VAG  1.4TDI,Mecanica (Carter/EGR)
342319,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),038131501AR,EGR Valve +VALVULA EGR IBIZA '02  1.9TDI,Mecanica (Carter/EGR)
342350,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),045131501C,EGR Valve +VALVULA EGR VAG 1.2/1.4/1.9D,Mecanica (Carter/EGR)
342350,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),045131501L,EGR Valve +VALVULA EGR VAG 1.2/1.4/1.9D,Mecanica (Carter/EGR)
342351,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),038131501AF,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342351,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),038131501AN,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342354,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),03D131503B,EGR Valve +VALVULA EGR VAG  1.2 GASOLINA,Mecanica (Carter/EGR)
342354,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),03D131503D,EGR Valve +VALVULA EGR VAG  1.2 GASOLINA,Mecanica (Carter/EGR)
342358,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),03G131502B,EGR Valve +VALVULA EGR VAG 1.9/2.0TDI,Mecanica (Carter/EGR)
342360,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),038131501AT,EGR Valve +VALVULA EGR VAG  1.9TDI,Mecanica (Carter/EGR)
342361,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),038131501AB,EGR Valve +VALVULA EGR VAG  1.9TDI,Mecanica (Carter/EGR)
342361,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),038131501AM,EGR Valve +VALVULA EGR VAG  1.9TDI,Mecanica (Carter/EGR)
342362,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),036131503R,EGR Valve +VALVULA EGR VAG 1.4 GASOLINA,Mecanica (Carter/EGR)
342362,SEAT,SEAT Ibiza III / Córdoba II (6L) (‘02→’08),036131503T,EGR Valve +VALVULA EGR VAG 1.4 GASOLINA,Mecanica (Carter/EGR)
403566,SEAT,SEAT Ibiza IV (6J) (‘08→’17),038103603N,Oil sump CARTER VAG 1.9 TDI c/ag.sensor,Mecanica (Carter/EGR)
403799,SEAT,SEAT Ibiza IV (6J) (‘08→’17),038103603AG,Oil sump CARTER VAG 1.9TDI/2.0TDI/SDI,Mecanica (Carter/EGR)
342358,SEAT,SEAT Ibiza IV (6J) (‘08→’17),03G131502B,EGR Valve +VALVULA EGR VAG 1.9/2.0TDI,Mecanica (Carter/EGR)
403431,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,038103601LA,Oil sump CARTER VAG 1.8 sin ag.sensor,Mecanica (Carter/EGR)
403432,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,038103603L,Oil sump CARTER VAG 1.8 con ag.sensor,Mecanica (Carter/EGR)
403433,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,038103601AQ,Oil sump CARTER VAG 1.8turbo sin a.s.,Mecanica (Carter/EGR)
403433,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,038103601MA,Oil sump CARTER VAG 1.8turbo sin a.s.,Mecanica (Carter/EGR)
403434,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,038103603M,Oil sump CARTER VAG 1.8turbo con a.s.,Mecanica (Carter/EGR)
403565,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,038103601NA,Oil sump CARTER VAG 1.9 TDI s/ag.sensor,Mecanica (Carter/EGR)
403566,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,038103603N,Oil sump CARTER VAG 1.9 TDI c/ag.sensor,Mecanica (Carter/EGR)
342350,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,045131501C,EGR Valve +VALVULA EGR VAG 1.2/1.4/1.9D,Mecanica (Carter/EGR)
342350,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,045131501L,EGR Valve +VALVULA EGR VAG 1.2/1.4/1.9D,Mecanica (Carter/EGR)
342351,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,038131501AF,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342351,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,038131501AN,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342355,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,036131503M,EGR Valve +VALVULA EGR VAG  1.4/1.6 GAS.,Mecanica (Carter/EGR)
342356,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,06A131501F,EGR Valve +VALVULA EGR VAG 1.6 GASOLINA,Mecanica (Carter/EGR)
342356,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,06A131501P,EGR Valve +VALVULA EGR VAG 1.6 GASOLINA,Mecanica (Carter/EGR)
342360,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,038131501AT,EGR Valve +VALVULA EGR VAG  1.9TDI,Mecanica (Carter/EGR)
342362,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,036131503R,EGR Valve +VALVULA EGR VAG 1.4 GASOLINA,Mecanica (Carter/EGR)
342362,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,036131503T,EGR Valve +VALVULA EGR VAG 1.4 GASOLINA,Mecanica (Carter/EGR)
342363,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,06A131501G,EGR Valve +VALVULA EGR VAG 1.8 GASOLINA,Mecanica (Carter/EGR)
343302,SEAT,SEAT León I (1M) (‘99→’06) / Toledo II,038131501,"EGR Valve !VALVULA EGR VAG1.4,1.7,1.9SDI",Mecanica (Carter/EGR)
403799,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),038103603AG,Oil sump CARTER VAG 1.9TDI/2.0TDI/SDI,Mecanica (Carter/EGR)
403991,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),03C103603S,Oil sump CARTER ACEITE VAG  1.4/1.6,Mecanica (Carter/EGR)
403991,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),03C103603T,Oil sump CARTER ACEITE VAG  1.4/1.6,Mecanica (Carter/EGR)
342343,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),03G131501,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),03G131501P,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),03L131501D,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),03L131501E,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),03L131501G,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),03L131501K,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342344,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),03G131501A,EGR Valve +VALVULA EGR SEAT ALTEA 1.9TDI,Mecanica (Carter/EGR)
342344,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),03G131501M,EGR Valve +VALVULA EGR SEAT ALTEA 1.9TDI,Mecanica (Carter/EGR)
342351,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),038131501AF,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342351,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),038131501AN,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342356,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),06A131501F,EGR Valve +VALVULA EGR VAG 1.6 GASOLINA,Mecanica (Carter/EGR)
342356,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),06A131501P,EGR Valve +VALVULA EGR VAG 1.6 GASOLINA,Mecanica (Carter/EGR)
342368,SEAT,SEAT León II / Toledo III (‘05→’12) / Altea (‘05→’15),06F131503B,EGR Valve +VALVULA EGR VAG mot. 2.0FSI,Mecanica (Carter/EGR)
404037,SEAT,SEAT Panda / Marbella / Terra,020004201A,Oil sump CARTER ACEITE SEAT/FIAT,Mecanica (Carter/EGR)
404037,SEAT,SEAT Panda / Marbella / Terra,4227962,Oil sump CARTER ACEITE SEAT/FIAT,Mecanica (Carter/EGR)
404037,SEAT,SEAT Panda / Marbella / Terra,HB00420100,Oil sump CARTER ACEITE SEAT/FIAT,Mecanica (Carter/EGR)
404058,SEAT,SEAT Panda / Marbella / Terra,7762432,Oil sump CARTER ACEITE FIAT 1.0/1.1,Mecanica (Carter/EGR)
342318,SEAT,SEAT Toledo I (1L) (‘92→’99),028131501E,EGR Valve +VALVULA EGR VAG  1.9TDI,Mecanica (Carter/EGR)
403433,SKODA,SKODA Fabia I (6Y) (‘99→’07),038103601AQ,Oil sump CARTER VAG 1.8turbo sin a.s.,Mecanica (Carter/EGR)
403433,SKODA,SKODA Fabia I (6Y) (‘99→’07),038103601MA,Oil sump CARTER VAG 1.8turbo sin a.s.,Mecanica (Carter/EGR)
403565,SKODA,SKODA Fabia I (6Y) (‘99→’07),038103601NA,Oil sump CARTER VAG 1.9 TDI s/ag.sensor,Mecanica (Carter/EGR)
403566,SKODA,SKODA Fabia I (6Y) (‘99→’07),038103603N,Oil sump CARTER VAG 1.9 TDI c/ag.sensor,Mecanica (Carter/EGR)
403799,SKODA,SKODA Fabia I (6Y) (‘99→’07),038103603AG,Oil sump CARTER VAG 1.9TDI/2.0TDI/SDI,Mecanica (Carter/EGR)
342317,SKODA,SKODA Fabia I (6Y) (‘99→’07),045131501F,EGR Valve +VALVULA EGR VAG  1.4TDI,Mecanica (Carter/EGR)
342317,SKODA,SKODA Fabia I (6Y) (‘99→’07),045131501K,EGR Valve +VALVULA EGR VAG  1.4TDI,Mecanica (Carter/EGR)
342319,SKODA,SKODA Fabia I (6Y) (‘99→’07),038131501AR,EGR Valve +VALVULA EGR IBIZA '02  1.9TDI,Mecanica (Carter/EGR)
342350,SKODA,SKODA Fabia I (6Y) (‘99→’07),045131501C,EGR Valve +VALVULA EGR VAG 1.2/1.4/1.9D,Mecanica (Carter/EGR)
342350,SKODA,SKODA Fabia I (6Y) (‘99→’07),045131501L,EGR Valve +VALVULA EGR VAG 1.2/1.4/1.9D,Mecanica (Carter/EGR)
342351,SKODA,SKODA Fabia I (6Y) (‘99→’07),038131501AF,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342351,SKODA,SKODA Fabia I (6Y) (‘99→’07),038131501AN,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342354,SKODA,SKODA Fabia I (6Y) (‘99→’07),03D131503B,EGR Valve +VALVULA EGR VAG  1.2 GASOLINA,Mecanica (Carter/EGR)
342354,SKODA,SKODA Fabia I (6Y) (‘99→’07),03D131503D,EGR Valve +VALVULA EGR VAG  1.2 GASOLINA,Mecanica (Carter/EGR)
342355,SKODA,SKODA Fabia I (6Y) (‘99→’07),036131503M,EGR Valve +VALVULA EGR VAG  1.4/1.6 GAS.,Mecanica (Carter/EGR)
342361,SKODA,SKODA Fabia I (6Y) (‘99→’07),038131501AB,EGR Valve +VALVULA EGR VAG  1.9TDI,Mecanica (Carter/EGR)
342361,SKODA,SKODA Fabia I (6Y) (‘99→’07),038131501AM,EGR Valve +VALVULA EGR VAG  1.9TDI,Mecanica (Carter/EGR)
342362,SKODA,SKODA Fabia I (6Y) (‘99→’07),036131503R,EGR Valve +VALVULA EGR VAG 1.4 GASOLINA,Mecanica (Carter/EGR)
342362,SKODA,SKODA Fabia I (6Y) (‘99→’07),036131503T,EGR Valve +VALVULA EGR VAG 1.4 GASOLINA,Mecanica (Carter/EGR)
343302,SKODA,SKODA Fabia I (6Y) (‘99→’07),038131501,"EGR Valve !VALVULA EGR VAG1.4,1.7,1.9SDI",Mecanica (Carter/EGR)
403566,SKODA,SKODA Fabia II (5J) (‘07→’14),038103603N,Oil sump CARTER VAG 1.9 TDI c/ag.sensor,Mecanica (Carter/EGR)
403799,SKODA,SKODA Fabia II (5J) (‘07→’14),038103603AG,Oil sump CARTER VAG 1.9TDI/2.0TDI/SDI,Mecanica (Carter/EGR)
342317,SKODA,SKODA Fabia II (5J) (‘07→’14),045131501F,EGR Valve +VALVULA EGR VAG  1.4TDI,Mecanica (Carter/EGR)
342317,SKODA,SKODA Fabia II (5J) (‘07→’14),045131501K,EGR Valve +VALVULA EGR VAG  1.4TDI,Mecanica (Carter/EGR)
342351,SKODA,SKODA Fabia II (5J) (‘07→’14),038131501AF,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342351,SKODA,SKODA Fabia II (5J) (‘07→’14),038131501AN,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342358,SKODA,SKODA Fabia II (5J) (‘07→’14),03G131502B,EGR Valve +VALVULA EGR VAG 1.9/2.0TDI,Mecanica (Carter/EGR)
403431,SKODA,SKODA Octavia I (1U) (‘97→’10),038103601LA,Oil sump CARTER VAG 1.8 sin ag.sensor,Mecanica (Carter/EGR)
403433,SKODA,SKODA Octavia I (1U) (‘97→’10),038103601AQ,Oil sump CARTER VAG 1.8turbo sin a.s.,Mecanica (Carter/EGR)
403433,SKODA,SKODA Octavia I (1U) (‘97→’10),038103601MA,Oil sump CARTER VAG 1.8turbo sin a.s.,Mecanica (Carter/EGR)
403434,SKODA,SKODA Octavia I (1U) (‘97→’10),038103603M,Oil sump CARTER VAG 1.8turbo con a.s.,Mecanica (Carter/EGR)
403565,SKODA,SKODA Octavia I (1U) (‘97→’10),038103601NA,Oil sump CARTER VAG 1.9 TDI s/ag.sensor,Mecanica (Carter/EGR)
403566,SKODA,SKODA Octavia I (1U) (‘97→’10),038103603N,Oil sump CARTER VAG 1.9 TDI c/ag.sensor,Mecanica (Carter/EGR)
342319,SKODA,SKODA Octavia I (1U) (‘97→’10),038131501AR,EGR Valve +VALVULA EGR IBIZA '02  1.9TDI,Mecanica (Carter/EGR)
342350,SKODA,SKODA Octavia I (1U) (‘97→’10),045131501C,EGR Valve +VALVULA EGR VAG 1.2/1.4/1.9D,Mecanica (Carter/EGR)
342350,SKODA,SKODA Octavia I (1U) (‘97→’10),045131501L,EGR Valve +VALVULA EGR VAG 1.2/1.4/1.9D,Mecanica (Carter/EGR)
342351,SKODA,SKODA Octavia I (1U) (‘97→’10),038131501AF,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342351,SKODA,SKODA Octavia I (1U) (‘97→’10),038131501AN,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342355,SKODA,SKODA Octavia I (1U) (‘97→’10),036131503M,EGR Valve +VALVULA EGR VAG  1.4/1.6 GAS.,Mecanica (Carter/EGR)
342356,SKODA,SKODA Octavia I (1U) (‘97→’10),06A131501F,EGR Valve +VALVULA EGR VAG 1.6 GASOLINA,Mecanica (Carter/EGR)
342356,SKODA,SKODA Octavia I (1U) (‘97→’10),06A131501P,EGR Valve +VALVULA EGR VAG 1.6 GASOLINA,Mecanica (Carter/EGR)
342360,SKODA,SKODA Octavia I (1U) (‘97→’10),038131501AT,EGR Valve +VALVULA EGR VAG  1.9TDI,Mecanica (Carter/EGR)
342360,SKODA,SKODA Octavia I (1U) (‘97→’10),038131501T,EGR Valve +VALVULA EGR VAG  1.9TDI,Mecanica (Carter/EGR)
342362,SKODA,SKODA Octavia I (1U) (‘97→’10),036131503R,EGR Valve +VALVULA EGR VAG 1.4 GASOLINA,Mecanica (Carter/EGR)
342362,SKODA,SKODA Octavia I (1U) (‘97→’10),036131503T,EGR Valve +VALVULA EGR VAG 1.4 GASOLINA,Mecanica (Carter/EGR)
343302,SKODA,SKODA Octavia I (1U) (‘97→’10),038131501,"EGR Valve !VALVULA EGR VAG1.4,1.7,1.9SDI",Mecanica (Carter/EGR)
403799,SKODA,SKODA Octavia II (1Z) (‘04→’13),038103603AG,Oil sump CARTER VAG 1.9TDI/2.0TDI/SDI,Mecanica (Carter/EGR)
403889,SKODA,SKODA Octavia II (1Z) (‘04→’13),06J103600AF,Oil sump CARTER ACEITE VAG mot. 1.8/2.0,Mecanica (Carter/EGR)
403889,SKODA,SKODA Octavia II (1Z) (‘04→’13),06J103600E,Oil sump CARTER ACEITE VAG mot. 1.8/2.0,Mecanica (Carter/EGR)
403991,SKODA,SKODA Octavia II (1Z) (‘04→’13),03C103603S,Oil sump CARTER ACEITE VAG  1.4/1.6,Mecanica (Carter/EGR)
403991,SKODA,SKODA Octavia II (1Z) (‘04→’13),03C103603T,Oil sump CARTER ACEITE VAG  1.4/1.6,Mecanica (Carter/EGR)
342319,SKODA,SKODA Octavia II (1Z) (‘04→’13),038131501AR,EGR Valve +VALVULA EGR IBIZA '02  1.9TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Octavia II (1Z) (‘04→’13),03G131501,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Octavia II (1Z) (‘04→’13),03G131501P,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Octavia II (1Z) (‘04→’13),03L131501D,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Octavia II (1Z) (‘04→’13),03L131501E,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Octavia II (1Z) (‘04→’13),03L131501G,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Octavia II (1Z) (‘04→’13),03L131501K,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342344,SKODA,SKODA Octavia II (1Z) (‘04→’13),03G131501A,EGR Valve +VALVULA EGR SEAT ALTEA 1.9TDI,Mecanica (Carter/EGR)
342344,SKODA,SKODA Octavia II (1Z) (‘04→’13),03G131501M,EGR Valve +VALVULA EGR SEAT ALTEA 1.9TDI,Mecanica (Carter/EGR)
342350,SKODA,SKODA Octavia II (1Z) (‘04→’13),045131501C,EGR Valve +VALVULA EGR VAG 1.2/1.4/1.9D,Mecanica (Carter/EGR)
342350,SKODA,SKODA Octavia II (1Z) (‘04→’13),045131501L,EGR Valve +VALVULA EGR VAG 1.2/1.4/1.9D,Mecanica (Carter/EGR)
342351,SKODA,SKODA Octavia II (1Z) (‘04→’13),038131501AF,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342351,SKODA,SKODA Octavia II (1Z) (‘04→’13),038131501AN,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342355,SKODA,SKODA Octavia II (1Z) (‘04→’13),036131503M,EGR Valve +VALVULA EGR VAG  1.4/1.6 GAS.,Mecanica (Carter/EGR)
342356,SKODA,SKODA Octavia II (1Z) (‘04→’13),06A131501F,EGR Valve +VALVULA EGR VAG 1.6 GASOLINA,Mecanica (Carter/EGR)
342356,SKODA,SKODA Octavia II (1Z) (‘04→’13),06A131501P,EGR Valve +VALVULA EGR VAG 1.6 GASOLINA,Mecanica (Carter/EGR)
342358,SKODA,SKODA Octavia II (1Z) (‘04→’13),03G131502B,EGR Valve +VALVULA EGR VAG 1.9/2.0TDI,Mecanica (Carter/EGR)
342359,SKODA,SKODA Octavia II (1Z) (‘04→’13),03C131503B,EGR Valve +VALVULA EGR VAG  1.6FSI,Mecanica (Carter/EGR)
342360,SKODA,SKODA Octavia II (1Z) (‘04→’13),038131501AT,EGR Valve +VALVULA EGR VAG  1.9TDI,Mecanica (Carter/EGR)
342360,SKODA,SKODA Octavia II (1Z) (‘04→’13),038131501T,EGR Valve +VALVULA EGR VAG  1.9TDI,Mecanica (Carter/EGR)
342362,SKODA,SKODA Octavia II (1Z) (‘04→’13),036131503R,EGR Valve +VALVULA EGR VAG 1.4 GASOLINA,Mecanica (Carter/EGR)
342362,SKODA,SKODA Octavia II (1Z) (‘04→’13),036131503T,EGR Valve +VALVULA EGR VAG 1.4 GASOLINA,Mecanica (Carter/EGR)
342368,SKODA,SKODA Octavia II (1Z) (‘04→’13),06F131503B,EGR Valve +VALVULA EGR VAG mot. 2.0FSI,Mecanica (Carter/EGR)
403799,SKODA,SKODA Roomster (5J) (‘06→’15),038103603AG,Oil sump CARTER VAG 1.9TDI/2.0TDI/SDI,Mecanica (Carter/EGR)
342317,SKODA,SKODA Roomster (5J) (‘06→’15),045131501F,EGR Valve +VALVULA EGR VAG  1.4TDI,Mecanica (Carter/EGR)
342317,SKODA,SKODA Roomster (5J) (‘06→’15),045131501K,EGR Valve +VALVULA EGR VAG  1.4TDI,Mecanica (Carter/EGR)
342351,SKODA,SKODA Roomster (5J) (‘06→’15),038131501AF,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342351,SKODA,SKODA Roomster (5J) (‘06→’15),038131501AN,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342358,SKODA,SKODA Roomster (5J) (‘06→’15),03G131502B,EGR Valve +VALVULA EGR VAG 1.9/2.0TDI,Mecanica (Carter/EGR)
403354,SKODA,SKODA Superb I / II / III (‘01→),078103604AA,Oil sump CARTER VAG con.ag.s. 2.4/2.8,Mecanica (Carter/EGR)
403741,SKODA,SKODA Superb I / II / III (‘01→),06B103601AQ,Oil sump CARTER VAG 1.6/1.9TDI/2.0,Mecanica (Carter/EGR)
403741,SKODA,SKODA Superb I / II / III (‘01→),06B103601N,Oil sump CARTER VAG 1.6/1.9TDI/2.0,Mecanica (Carter/EGR)
403741,SKODA,SKODA Superb I / II / III (‘01→),06B103603AQ,Oil sump CARTER VAG 1.6/1.9TDI/2.0,Mecanica (Carter/EGR)
403741,SKODA,SKODA Superb I / II / III (‘01→),06B103603N,Oil sump CARTER VAG 1.6/1.9TDI/2.0,Mecanica (Carter/EGR)
403742,SKODA,SKODA Superb I / II / III (‘01→),06B103601CA,Oil sump CARTER ACEITE VAG 1.8 Turbo,Mecanica (Carter/EGR)
403742,SKODA,SKODA Superb I / II / III (‘01→),06B103603P,Oil sump CARTER ACEITE VAG 1.8 Turbo,Mecanica (Carter/EGR)
403799,SKODA,SKODA Superb I / II / III (‘01→),038103603AG,Oil sump CARTER VAG 1.9TDI/2.0TDI/SDI,Mecanica (Carter/EGR)
403889,SKODA,SKODA Superb I / II / III (‘01→),06J103600AF,Oil sump CARTER ACEITE VAG mot. 1.8/2.0,Mecanica (Carter/EGR)
403889,SKODA,SKODA Superb I / II / III (‘01→),06J103600E,Oil sump CARTER ACEITE VAG mot. 1.8/2.0,Mecanica (Carter/EGR)
342351,SKODA,SKODA Superb I / II / III (‘01→),038131501AF,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342351,SKODA,SKODA Superb I / II / III (‘01→),038131501AN,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342352,SKODA,SKODA Superb I / II / III (‘01→),038131501AQ,EGR Valve +VALVULA EGR VAG 1.9TDI 100CV,Mecanica (Carter/EGR)
342353,SKODA,SKODA Superb I / II / III (‘01→),038131501AA,EGR Valve +VALVULA EGR VAG 1.9TDI 130CV,Mecanica (Carter/EGR)
342353,SKODA,SKODA Superb I / II / III (‘01→),038131501AL,EGR Valve +VALVULA EGR VAG 1.9TDI 130CV,Mecanica (Carter/EGR)
342353,SKODA,SKODA Superb I / II / III (‘01→),038131501J,EGR Valve +VALVULA EGR VAG 1.9TDI 130CV,Mecanica (Carter/EGR)
342358,SKODA,SKODA Superb I / II / III (‘01→),03G131502B,EGR Valve +VALVULA EGR VAG 1.9/2.0TDI,Mecanica (Carter/EGR)
342487,SKODA,SKODA Superb I / II / III (‘01→),038131501AD,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342487,SKODA,SKODA Superb I / II / III (‘01→),038131501BF,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342487,SKODA,SKODA Superb I / II / III (‘01→),038131501BH,EGR Valve +VALVULA EGR VAG 1.9TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Superb I / II / III (‘01→),03G131501,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Superb I / II / III (‘01→),03G131501P,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Superb I / II / III (‘01→),03L131501D,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Superb I / II / III (‘01→),03L131501E,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Superb I / II / III (‘01→),03L131501G,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Superb I / II / III (‘01→),03L131501K,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
403889,SKODA,SKODA Yeti (5L) (‘09→’17),06J103600AF,Oil sump CARTER ACEITE VAG mot. 1.8/2.0,Mecanica (Carter/EGR)
403889,SKODA,SKODA Yeti (5L) (‘09→’17),06J103600E,Oil sump CARTER ACEITE VAG mot. 1.8/2.0,Mecanica (Carter/EGR)
403991,SKODA,SKODA Yeti (5L) (‘09→’17),03C103603S,Oil sump CARTER ACEITE VAG  1.4/1.6,Mecanica (Carter/EGR)
403991,SKODA,SKODA Yeti (5L) (‘09→’17),03C103603T,Oil sump CARTER ACEITE VAG  1.4/1.6,Mecanica (Carter/EGR)
342343,SKODA,SKODA Yeti (5L) (‘09→’17),03G131501,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
342343,SKODA,SKODA Yeti (5L) (‘09→’17),03G131501P,EGR Valve +VALVULA EGR VAG  2.0TDI,Mecanica (Carter/EGR)
